排名,标题,描述,链接,图像,热度,关注者,被浏览量,总回答数,是否在榜,是否已生成ai总结,Hash,回答1,回答1点赞数,回答2,回答2点赞数
1,影视飓风揭露视频号可发布有偿卖血视频乱象，具体情况如何？视频号平台是否涉嫌违法违规？,影视飓风揭露视频号可发布有偿卖血视频，并喊话视频号「道德底线与社会责任在哪里？」 全文如下： 视频号这个平台有点太邪恶了，我们的账号亿点点不一样被封禁，理由是涉及医学，即便我们我们每期公益医学内容都是和正规三甲医院合作，没有任何广告，没有血腥画面，提供了医院盖章的授权证明，多次沟通，平台毫不理会。 本以为这是平台的统一规定，我们只能接受，直到今天运营意外发现，居然在视频号可以公然发布有偿卖血的视频！视频里的人数着大把的钱，拉人卖血，这是国家明令禁止的违法行为。 我们尊重平台的内容政策，但是面对这种离谱的情况，实在忍不住问一句：视频号，你们这个平台的道德底线与社会责任在哪里？ 公开资料显示，影视飓风，是 2014 年由潘天鸿（Tim）创建并运营的影视领域自媒体账号 ，该账号在 bilibili 认证为 bilibili 2024 百大 UP 主、 2023 年度最高人气奖 UP 主、 2022 年度多元创新奖 UP 主； 据了解，「影视飓风」主要业务为影视教学、器材评测、优质原创短片制作、商业广告摄制、影视资源分享等。 其主要知名作品有「上升：我们一起飞上 3 万米高空」、「一个百大 UP 主的创业故事」、「十天穿越一万公里，用 12K 杜比全景声给你一场视听浪漫」等。 影视飓风喊话微信视频号：太邪恶了 竟然发布有偿卖血视频 你们道德底线与社会责任在哪,https://www.zhihu.com/question/1911544383972537715,https://picx.zhimg.com/80/v2-93c5e9744dc815bb7b3b50e220bad9b1_400x224.png,685 万热度,394,"533,571",116,False,True,44072045373355331755266570600435896724253341677443294722332799762746152425958,[],646,[],115
2,为什么人类不把垃圾倾倒在活火山里？,活火山的高温不会直接融化掉所有垃圾吗？还不用人类自己烧火，也免去了填埋污染。希望有关人士解答一下。,https://www.zhihu.com/question/50578415,https://pic1.zhimg.com/80/v2-b108c26c44e797134492f6d575bddc13_400x224.gif,340 万热度,192,"460,431",89,False,True,102588693775549523838201673989108035480363864782042274313968223027067110548091,[],1056,[],259
3,今年西瓜收购价只有 2 毛一斤，有瓜农把西瓜扔池塘，现在超市西瓜仍几元一斤，为何会这样？,5 月 29 日，网民反映广西扶绥县的瓜农，因滞销和收购价低把西瓜扔池塘或烂在地里。山圩镇一名瓜农告诉记者，今年西瓜收购价只有 2 毛钱一斤，远低于往年，他预计亏损四五万元，地里有 10 万斤西瓜丢弃。一名西瓜收购商称，收购价确实便宜，可能因下雨导致市场需求变小有关。扶绥县经济作物站工作人员称，滞销西瓜以尾季瓜为主，因市场饱和导致滞销和价格偏低，已发起爱心帮扶。广西扶绥有瓜农因收购价低把西瓜扔池塘或烂地里 当地：已发起爱心帮扶 _ 腾讯新闻,https://www.zhihu.com/question/1911848991445968024,https://pic1.zhimg.com/80/v2-1e66ddc7da0f365a020f434dcba22e67_400x224.png,294 万热度,121,"126,658",55,False,True,48408561779908205867487897901208757146245617281025569012877475360010917672075,[],85,[],22
4,中国汽车工业协会发布倡议，反对「内卷式」恶性竞争，对行业意味着什么？车企还会打价格战吗？,关于维护公平竞争秩序，促进行业健康发展的倡议 近年来，我国新能源汽车产业快速发展，新能源汽车新车销售占比已经超过 40%。当前，行业整体运行呈现稳中向好态势，市场活力持续释放。我们也看到，一段时间以来，行业盈利水平下降，以无序「价格战」为主要表现形式的「内卷式」竞争，是行业效益下降的重要因素。产品售后服务保障、企业创新发展需要持续加大投入，而「价格战」严重影响企业正常经营，冲击产业链供应链安全，把产业发展带入恶性循环。 5 月 23 日以来，某车企率先发起大幅降价活动，多家企业跟进效仿，引发新一轮「价格战」恐慌。无序「价格战」加剧恶性竞争，将进一步挤压企业利润空间，进而影响产品质量和售后服务保障，不仅阻碍行业自身健康发展，也将危害消费者权益，并带来安全隐患。 新能源汽车是新质生产力的典型代表，正引领汽车产业加速转型升级，维护行业健康发展十分重要。中国汽车工业协会在此提出如下倡议： 1. 所有企业严格遵从公平竞争原则，依法依规开展经营活动； 2. 优势企业不为垄断市场，挤压其他主体生存空间，损害其他经营者合法权益； 3. 企业在依法降价处理商品以外，不以低于成本的价格倾销商品，不进行诱导消费者的虚假宣传，扰乱市场秩序，损害行业和消费者根本利益； 4. 所有企业应对照国家相关法律法规进行自查整改。 希望全行业同心协力，共同维护公平竞争秩序，促进行业健康、可持续发展。 中国汽车工业协会 2025 年 5 月 30 日 微信公众号截图新华社分享页,https://www.zhihu.com/question/1912060002950150115,https://pica.zhimg.com/80/v2-06ec9d0cb4d2c9293caaca7ef7788af1_400x224.jpg,201 万热度,809,"840,482",485,False,True,26185868619011674449827261780824381823246485839545591497251449711099581502670,[],345,[],301
5,女子 6.8 元网购 10 斤花生米到手只有 10 粒，涉事店铺已注销，这一情况是否可向平台索赔？,5 月 26 日，据媒体报道，上海的卞女士在某直播平台观看带货直播时，商家宣称「6.81 元购买 10 斤花生米，保证质量无问题」。 卞女士下单后，收到的包裹仅有 10 粒花生米，与宣传的「10 斤”相差悬殊。 她尝试联系商家时发现店铺已注销，发货方电话也无法接通。 卞女士表示，商家行为明显存在误导，自己感觉被欺骗，目前已向平台投诉，但尚未得到有效解决。 案件发生以后，有网友表示，6 块 8 买 10 斤花生米？商家是慈善家还是你脑子进水了？这价格连花生壳都买不到！直播平台天天喊‘严管’，结果骗子照样卷钱跑路，平台抽完佣金就装瞎，合着消费者就是韭菜呗？建议直接封了这种平台，省的祸害人！” 也有网友认为，10 粒花生米够塞牙缝吗？商家是把消费者当猴耍呢！直播带货门槛低到地心，阿猫阿狗都能开播骗钱，平台审核形同虚设。这年头，骗子嚣张到连演戏都懒得演了——反正注销店铺换个马甲继续骗，最后吃亏的永远是老实人！」 6.8 元网购 10 斤花生米到手只有 10 粒，当事人：店铺都注销了 _ 高清 1080P 在线观看平台 _ 腾讯视频,https://www.zhihu.com/question/1910326110253709092,https://pic1.zhimg.com/80/v2-95803c33e9b01920c64a7a6e2e7f6c52_400x224.png?source=1def8aca,138 万热度,45,"133,696",38,False,True,57170338210733146298106786254894980215408746851310831822396257302719199243948,[],59,[],5
6,为啥广东这么潮湿，但是广东人基本不吃辣椒排湿？,广东时候还是偏向潮湿的，其他地方一般都是吃辣椒排湿，但老广这边非但不吃辣椒，还天天喝汤，这不会导致湿气过重吗？,https://www.zhihu.com/question/1911398623553513175,https://pica.zhimg.com/v2-e89a168139e105ba59c7719636ada46c_400x224.jpg?source=1def8aca,112 万热度,191,"204,000",94,False,True,8142296381777552965327984004912913682368167718628548258201273516665893385773,[],120,[],39
7,电影《碟中谍 8：最终清算》首波口碑出炉，你对该电影有哪些评价？,1《碟中谍 8：最终清算》将于 5 月 30 日在中国内地正式上映，作为「碟中谍」系列的最终章，受到全球影迷的高度关注和期待。 2 近日在戛纳电影节举办首映礼后，首波口碑出炉，烂番茄新鲜度达 89%，MTC 71 分，映后观众起身鼓掌长达几分钟。 3 中国演员温峥嵘亮相红毯，状态大好，身穿高开叉亮片长裙，自信大气。 4 然而，部分观众认为《碟中谍 8》的动作戏衔接松散，被太多情怀和不必要的反转拖累。 5 由于《碟中谍 8》的片长接近 3 小时，对部分观众来说是个挑战，同时国内上映时间比北美晚一周，存在被剧透的风险。《碟中谍 8》首波口碑出炉！戛纳首映排面拉满，映后观众起立鼓掌,https://www.zhihu.com/question/1906751313422837718,https://pic1.zhimg.com/80/v2-10a88c3d28cc53dbd22405cb65470973_400x224.png?source=1def8aca,107 万热度,17,"30,846",17,False,True,11160719983968952597701276224044081060465246369961563472876026568465566657666,"['62岁的汤姆克鲁斯带着碟中谍8来了，62岁的老汤还能一战吗？', '今年好莱坞电影表现都不太好，开篇的美队4和白雪公主都崩了，现在都把希望寄托在夏天大制作上，为好莱坞吹响反击战就是62岁的汤姆克鲁斯主演的碟中谍8最终清算，这部碟中谍8也是该系列终章。汤姆克鲁斯岁数也大了，对于未来继续出演碟中谍不置可否，亨特也没有被写死，但是这部电影宣传是汤姆克鲁斯最后一舞，把前七部老角色一一请出，给了一个相对完美的告别。所以未来由其他人出演碟中谍，继续延续碟中谍系列，片方是不会放弃这个聚宝盆IP的。', '碟中谍系列算是迄今为止系列最长的谍战电影，007系列也足够长，但是期间换了不少人饰演邦德，而碟中谍系列伊森亨特只有汤姆克鲁斯一人饰演，完完全全地以汤姆克鲁斯为核心打造的电影，从34岁的靓汤到62岁的老汤。碟中谍系列主打实拍，以各种各样不可思议不可能完成的任务闻名，对于34岁的靓汤而言，完成不在话下，但是对于62岁的老汤来说，就已经力不从心了。', '碟中谍8情节足够刺激，但是和上一部相比刺激程度不足，老汤有些动作是做不来了，部分打斗场面明显是绿幕棚拍，而上一部片方真的造一列火车给老汤跑，真的就把火车给炸了。当然你让62岁的汤姆克鲁斯继续像年轻小生一样拼命并不现实，不过场面打斗和情节算得上谍战片上乘水准。', '碟中谍8讲了个老派的谍战故事，而这个谍战故事相当符合当下世界。', '说碟中谍8是老派谍战故事，因为故事核心没有离开大国博弈和核战争。像碟中谍4伊森阻止美俄两国对抗和核战争，碟中谍6伊森阻止无政府主义份子打算在印度引爆核武器造成生态灾难。前不久的印巴之间小规模对抗，巴基斯坦就一度对外表态枭龙战斗机可以携带小型战术核武器，必要时巴基斯坦会使用小型战术核武器来阻止印度的进攻。核战争从未远离人类，有不少人认为危言耸听，但是这种威胁是真实存在的，有的时候可能就缺一根火柴，然而这是看不见的。这就是为什么要进行核裁军谈判和某种框架下的沟通顺畅，避免核战争的发生和误判对抗。', '碟中谍8是老派故事另外一个原因就是AI威胁，像终结者系列当人类把控制权交给电子计算机或者是AI，靠着高速计算和思考，AI觉得人类才是地球的威胁，最终发射核弹消灭了绝大部分人类，而碟中谍8没有脱离这个老派故事。', '对于AI带来的威胁，人类并未放弃思考。', '影片里提到AI诞生后，通过伪造和篡改新闻制造恐慌，这也是当下比较流行的话题。这两年AI技术飞速发展，从ChatGDP到deepseek确实改变我们的生活。随着AI技术发展，这两年对于用AI技术作恶也浮出水面。现在主流网站发文都需要经过AI检测，防止通过AI技术写作去传播假新闻。由于AI经常给出一个看似完美理论，能够达到自圆其说，如果缺乏相关专业性，恐怕你就会被AI制作假新闻欺骗。碟中谍8就论述AI滥用后果，从大反派盖布瑞尔到白宫特工和精锐的海豹六队都非常容易受到AI自圆其说的欺骗。未来如何对抗AI制造假新闻，将会是人类新的课题。', '当然AI技术仍然有缺陷，未来会提高AI的准确性和可靠性。道高一尺魔高一丈，当AI具备高精确性，制造出来的假新闻如何被遏制，这也会是未来发展的问题。', '汤姆克鲁斯之前表示这部会是他最后一次出演，不仅老角色尽出，还把之前七部故事都串联起来。从故事承前启后来看，基本上是圆满的。比较遗憾的是最近两部人气角色伊尔莎没有出现，之前影迷争论伊尔莎真死假死，假死派一度占据上风，给出来的论据是伊尔莎仍然在碟中谍8角色列表中。所以电影上映之后，喜欢伊尔莎的影迷要哭了，假死派输了，真死派赢了。', '饰演伊尔莎的演员丽贝卡弗格森实在是太忙了，她现在事业上升，在上部碟中谍7就是和沙丘两部曲并行，搞得行程非常忙碌。沙丘3明年上映，此外她有一些电视剧要演，实在是挤不出来时间。不过她的缺席并没有影响到故事走向，海莉阿特维尔饰演的Grace完全可以接班女主，而且Grace表现不亚于伊尔莎。', '另外一个遗憾就是老角色卢瑟下线了，开场就直接下线了。不过卢瑟制作的特殊硬盘还是帮助伊森赢下智体，算是有始有终。卢瑟这个角色不仅是伊森团队一员，而且和伊森关系紧密，茱莉亚隐匿踪迹就是卢瑟教导的。当汤姆克鲁斯不想演碟中谍系列，比他大四岁的文瑞姆斯多半也不想演了。如果未来片方选择继续碟中谍系列，新的伊森很显然不会和他有这么深联系。和007不同，碟中谍系列角色下线就是下线了，像茱莉亚下线了就不会有新的伊森老婆，只会用闪回和时不时地浮现(4和5)，而不会用新的演员，从而保持故事连贯性，不会让人感到割裂感，去拿旧演员和新演员进行对比。', '因为是最后一部汤姆克鲁斯的碟中谍电影，此前的任务和角色都被请回来，进行一番回忆杀，也给了一个不错的结局。', '第一部出现的人物和道具也都重新出现，来了一波回忆杀。第一部CIA分析师William Donloe因为伊森任务被发配到阿拉斯加守雷达站，最后一部对抗智体的过程中，William Donloe起到了关键作用，一定程度上的代替卢瑟的作用。', '此外，负责追踪伊森CIA团队负责人是第一部Jim Phelps的儿子，最后双方和解，回忆杀满分。', '这部碟中谍8不是没有缺点，前半部节奏有点太缓，为了铺垫寻找对抗智体的源代码足足用了三分之一的电影时间。前期的文戏似乎是为了让观众回忆前几部，各种穿插闪回有点多，显得有点多余。当然站在导演和汤哥的角度来说，这是最后一舞，要把前几部串联起来，这是必要的。', '最后和盖布瑞尔决战给人明显绿幕感，这也是追求最后一舞的问题，一定要惊心动魄，超越前七部。考虑到碟中谍6就是一场空中对抗，这次继续空中对抗新奇感就没有多少了，多少有点偷懒嫌疑。如果是新千年前后，这种决战会给观众一定新奇感，现在都2025年了，绿幕技术都被科普烂了，又和第六部决战撞车，未必所有观众买账。', '还有伊森赤身裸体逃出即将下沉的核潜艇，那可是冰冷的白令海，不解风情的观众就会觉得很扯。', '智体通过特殊装置和盖布瑞尔对话，但是他又如何影响到其他信徒？这算是剧情上的小bug。', '赶在美国长周末上映，片方打算在假期冲票房，碟中谍8美国上映要比中国早一周。迄今为止美国媒体给予的评价是正面的，烂番茄等评分网站评分还算不错。如果你是老派谍战片爱好者，这部电影不可以错过。62岁汤姆克鲁斯仍然亲自上阵动作戏，能像他这么拼的演员，现在也很少了。']",25,"['这是一部看完，我觉得我会想请我爸看的电影。', '六十岁的汤姆克鲁斯还能跑两段极速日剧跑，还能上天下地扒飞机，极限挑战。', '六十岁，你以为的黄昏，但还能继续奋斗。', '非常励志。', '三个小时的电影，算是对整个碟中谍系列做了一个总结。算是老汤对自己这个老牌动作明星的一篇小情书了。', '剧情什么的不重要了，我觉得阿汤哥就是想让自己爽一把，所以做了很多比以前更超能的动作设计。什么北海深水无氧极限上浮，什么无保护扒飞机，他想干嘛就干嘛，伊森亨特已经不是人了，是神了。', '', '戏外的阿汤哥也是自己能上就上，碟中谍每一部他都是在挑战自己的极限，这一部他也没有给自己降低标准，那些空中镜头在imax屏幕下依旧吓人。', '虽然剧本对AI的描写，我觉得很肤浅，就是一个麦格芬。里面的反派加百列装了一集的逼最后这一部证明自己是个憨憨。', '但我不是来看他们的，我是来看六十岁的阿汤哥拼命的。而他也确实在镜头里拼了命，能感受到他似乎还是在自己的壮年，没有任何衰老的痕迹。', '但是，我不能接受的是，这一部里，所有年轻女性都对伊森·亨特有异常好感，就连潜水艇里的女兵都在送伊森的时候来一句：“照看好我的潜水服。”', '那感觉…太种马了。', '而且爱了两部的Rebecca死了，这一部伊森就一点都没想过她，太渣了。', '最后叠上那个救世主buff，味太冲了。', '最后，我觉得作为一个终章，可能有点太平淡了，我总觉得阿汤哥还没过够瘾，只要这片票房能赚，碟9还是有可能的。', '但是…能赚吗？四亿成本回本难啊。', '']",16
8,银川烧烤店 31 死爆炸案宣判，15 人分别被判处六年至一年不等有期徒刑，怎样从法律角度解读？,2025 年 5 月 30 日上午，银川市兴庆区人民法院依法对宁夏银川富洋烧烤店「6·21」特别重大燃气爆炸事故涉刑事案件一审公开宣判。 对银川富洋烧烤民族街店投资人、实际经营者张洪显和刘国，宁夏龙江清洁能源有限公司实际控制人崔文波，宁夏国华检测技术有限公司法定代表人、股东周志国等 15 名被告人，依法以重大责任事故罪或提供虚假证明文件罪分别判处六年至一年不等有期徒刑，禁止其中 3 名被告人一定期限内从事相关职业，并对其中 3 名罪责较轻、符合法定条件的一线员工依法适用缓刑。 一审审理查明，2023 年 6 月 21 日 20 时 37 分许，银川市兴庆区富洋烧烤民族街店发生特别重大燃气爆炸事故。此次事故是一起因相关企业违法违规检验、经营，并配送不符合标准的液化石油气瓶，烧烤店在使用中违规操作发生泄漏爆炸等造成的生产安全责任事故。 一审法院认为，被告人张洪显等 12 人在生产、作业中违反有关燃气安全管理规定，因而发生特别重大责任事故，给人民群众生命财产造成重大损失，情节特别恶劣，行为均构成重大责任事故罪；被告人周志国等 3 人身为液化石油气检测机构工作人员，故意提供虚假证明文件，情节严重，行为均构成提供虚假证明文件罪。根据各被告人犯罪的事实、性质、情节、造成的危害后果以及在犯罪中所起作用，依法作出上述判决。案件审判过程中，法庭依法保障了各被告人的诉讼权利。 宣判后，崔文波等被告人当庭表示认罪服判、不上诉。部分人大代表、政协委员、群众代表，以及部分被害人和被告人亲属等旁听了案件宣判。更多资讯请下载央视新闻客户端,https://www.zhihu.com/question/1911739929010074583,https://picx.zhimg.com/80/v2-f795653608c9ff27b6c8210521707f66_400x224.png?source=1def8aca,105 万热度,140,"221,582",41,False,True,66251435821873148253653200243793555174317499209117031187289683939875632542861,[],202,[],12
9,曹德旺称福耀科技大学首年 8 亿预算，体制、机制对标斯坦福，采取本硕博贯通培养模式，怎样看待这种模式？,据九派新闻 5 月 28 日消息，近期，曹德旺在接受采访时表示，福耀科技大学首年 8 亿元预算招 50 个学生。 曹德旺称：「我们是从体制上、机制上对标斯坦福。斯坦福一年花费 20 亿美金，不从汇率考虑，花费的效果是一样的。8 亿元的花费是包含实验室设备的，斯坦福也是一样计算进去的。」 据大皖新闻，5 月 21 日，福建福耀科技大学发布 2025 本科生招生手册，从师资队伍、人才培养、产教合作等方面介绍了相关情况。 招生手册信息显示，福耀科技大学今年招生的省份有福建、河南、广西、湖南、江西，招生数量为 100 人以内，录取的专业是智能制造工程。 招生手册中介绍，福耀科技大学本科生在大一和大二阶段上公共通识课，大二下学期选择专业，大三选择专业课程、接受专业训练，大四到境外名校学习。据介绍，福耀科技大学与国内多家企业建立了产教合作网络，其中包括福耀集团、中国一汽、蔚来汽车、奇瑞汽车、百度、中国移动等。 据《福州晚报》此前 3 月 22 日消息，今年该校计划招收 100 名以内学生，学费每年 5460 元，采取本硕博贯通培养模式，本科阶段将获得双学位。 3 月 21 日，人工智能时代拔尖创新人才培养座谈会在福耀科技大学举办。 报道称，该校与剑桥大学、牛津大学、斯坦福大学、麻省理工学院等数十家国外及港澳台地区著名大学合作教学。 学生在大一、大二将在文理学院接受公共通识课教育，今年招收的学生在大二下学期可以选择计算机科学与技术、智能制造工程、车辆工程、材料科学与工程等 4 个专业。（学校专业设置按教育部有关规定办理，同意首批设置计算机科学与技术、智能制造工程、车辆工程、材料科学与工程等 4 个普通本科专业，数字经济与管理学院、生命与健康科学学院正在审批中。） 大三学习专业课程，接受专业训练。大四到合作的境外名校学习一年。本科阶段，学生将获得福耀科技大学及境外名校的双学位。继续攻读硕士、博士学位的学生，在毕业后将获得与福耀科技大学合作的境外名校的硕士或博士学位。 据中国福建官方微信号 3 月 11 日消息，福耀科技大学专业设置按教育部有关规定办理， 福建福耀科技大学由河仁慈善基金会首期捐资 100 亿元创办，西安交通大学原校长王树国担任校长，学校类型为全日制普通本科学校。福耀科技大学官网最新信息显示，曹德旺任福耀科技大学理事长。,https://www.zhihu.com/question/1911352747938243403,https://picx.zhimg.com/80/v2-ecc2f1342c313b5358714975ce88415c_400x224.png,104 万热度,197,"238,782",112,False,True,66068205016873906323906849767324909034661244946500942867054119594296860589180,[],60,[],157
10,如何评价《绝区零》仪玄动画短片《为了我的仪玄》？,,https://www.zhihu.com/question/1912210017488188585,https://pica.zhimg.com/50/v2-b2c2466f4faa58738a18e667b843c3a0_400x224.jpg,102 万热度,19,"4,012",17,False,True,51896197807625144575261089634588057429927244303524675197616627028997628022364,"['捏马的李振宇，你是真不把大家当外人，敞开门把人放进来刀啊', '看弹幕时候我看到有人说剧情老套路，实际上这种看起来老套的故事，重点并不是在结局，而是在过程，当你细细品位的时候会发现心理五味杂陈', '比如这段', '只是简简单单的一句对话，没有华丽的辞藻，没有刻意的煽情，只有最朴素的语言和最自然的行动', '就是这么朴素自然的一句应答，姐姐对妹妹如涓涓细流般细腻、绵长、不求回报的疼爱。这份疼爱就藏在一声应允里，藏在一个动作里，藏在那句最平常不过的“姐姐去买来”的承诺里。', '往往就就是这种触手可及的日常烟，无声，却足以暖透人心', '这段也是，这不仅仅是一个关于分包子的故事', '流落街头的姐妹两人被师傅捡到后上山，一开始师傅善意的谎言“只要平时帮忙干活，就可以吃好穿好，不会饿肚子”构建出她们美好的憧憬', '小仪玄看着师傅背影那似懂非懂的纯真眼神，属于那个年纪对师傅话不理解的最好表现', '然而事实上是清汤寡水的日常、争夺资源的现实', '姐姐没有说破师傅的谎言，她只是担心地看着妹妹，一切她都看在眼里', '（注意姐妹两脸上和头上的绷带，这里暗示着包子的来之不易）', '当姐姐把一个叉烧包塞进妹妹手里，小仪玄没有立刻狼吞虎咽，就是很自然地，理所应当地把包子掰开一半递给姐姐', '她们的相依为命，彼此打捞、互相照亮，纵使寡淡的青菜米饭也滋润', '所以，仪玄喊出那句话吧！', '是的就是那句', '有姐姐在，就相当于有一百个人的力量啦！！！', '', '']",20,"['只能说这句话的含金量还在提高，官方没有骗我们，说到做到：', '仪玄动画短片《为了我的仪玄》，是讲述了仪玄和她姐姐的过往，二人小时候是孤儿，在成长中路上，都是姐姐一路保护着仪玄。', '后被云岿山的师父所收养，成为了云岿山的弟子。二人一路修行、成长，相互陪伴。', '但绝区零的世界观中，那个绕不开的空洞出现了，空洞来袭，吞噬一切。云岿山众弟子去抵抗空洞来袭，但还是没有办法战胜，师父也倒在前线。', '这时的姐姐决定拿起云岿山青溟剑，获取青溟剑的力量，但代价是会被剥夺五感和记忆，成为废人。', '为了保护妹妹和其他弟子，姐姐最终还是拿起青溟剑去直面以骸。', '动画短片中有几处细节，姐姐的发夹是八卦中的离卦，象征“火”，人文光辉的一卦，以火为喻，揭示明德修身、柔中守正的智慧。', '这时离卦或许代表的姐姐已经准备舍生成义的举动，可能还有单纯字面离别的意思。', '而在姐姐最终“逝去”之时，最后的记忆逐渐变成文字，一开始是师父、同门等，而最后是保护妹妹，仪玄在姐姐心中始终是最重要的，这是应该也是出现了姐姐的名字仪绛。', '这段故事对应了仪玄代理人档案中的那时的故事：那夜，天火烧红半边云呐，云岿山的师父们沉默无言，走入了那无边无尽的黑夜里…', '虽然动画短片里面没有明说，但从空洞影响力，还有橘福褔很年轻就是大师姐来看。除了仪玄的姐姐，那一夜云岿山有能力的师兄弟都投入了对抗空洞事迹上，即使姐姐拿起青溟剑，云岿山依旧损失惨重，大部分弟子都陨落于此。', '此外，动画中还有一个前后对应的叉烧包，从最初二人的最爱的食物，到后面橘福褔递给师父，仪玄的抗拒，象征了仪玄睹物思人。', '代理人档案中提到仪玄能忍受孤独，但依旧是放不下这段痛苦的记忆。', '同时，短片中还有几处伏笔，一个是姐姐“逝去”后，青溟剑留在原地。虽没说青溟剑最后归属，但推测青溟剑最后是被仪玄所利用。', '因为仪玄专武叫青溟舍笼、终结技为青溟云影，大概率仪玄所使用墨鸟就是青溟剑部分力量的化身。', '还有一处就是最后的片段，从仪玄姐妹视角突然转变到麦片兄妹。', '莫非在暗示，2.0主角兄妹也会来一场“生死离别”？就等2.0版本的上线了。']",11
