排名,标题,描述,链接,图像,热度,关注者,被浏览量,总回答数,是否在榜,是否已生成ai总结,Hash,回答1,回答1点赞数,回答2,回答2点赞数
1,影视飓风揭露视频号可发布有偿卖血视频乱象，具体情况如何？视频号平台是否涉嫌违法违规？,影视飓风揭露视频号可发布有偿卖血视频，并喊话视频号「道德底线与社会责任在哪里？」 全文如下： 视频号这个平台有点太邪恶了，我们的账号亿点点不一样被封禁，理由是涉及医学，即便我们我们每期公益医学内容都是和正规三甲医院合作，没有任何广告，没有血腥画面，提供了医院盖章的授权证明，多次沟通，平台毫不理会。 本以为这是平台的统一规定，我们只能接受，直到今天运营意外发现，居然在视频号可以公然发布有偿卖血的视频！视频里的人数着大把的钱，拉人卖血，这是国家明令禁止的违法行为。 我们尊重平台的内容政策，但是面对这种离谱的情况，实在忍不住问一句：视频号，你们这个平台的道德底线与社会责任在哪里？ 公开资料显示，影视飓风，是 2014 年由潘天鸿（Tim）创建并运营的影视领域自媒体账号 ，该账号在 bilibili 认证为 bilibili 2024 百大 UP 主、 2023 年度最高人气奖 UP 主、 2022 年度多元创新奖 UP 主； 据了解，「影视飓风」主要业务为影视教学、器材评测、优质原创短片制作、商业广告摄制、影视资源分享等。 其主要知名作品有「上升：我们一起飞上 3 万米高空」、「一个百大 UP 主的创业故事」、「十天穿越一万公里，用 12K 杜比全景声给你一场视听浪漫」等。 影视飓风喊话微信视频号：太邪恶了 竟然发布有偿卖血视频 你们道德底线与社会责任在哪,https://www.zhihu.com/question/1911544383972537715,https://picx.zhimg.com/80/v2-93c5e9744dc815bb7b3b50e220bad9b1_400x224.png,698 万热度,394,"533,571",116,False,True,44072045373355331755266570600435896724253341677443294722332799762746152425958,[],646,[],115
2,为什么人类不把垃圾倾倒在活火山里？,活火山的高温不会直接融化掉所有垃圾吗？还不用人类自己烧火，也免去了填埋污染。希望有关人士解答一下。,https://www.zhihu.com/question/50578415,https://pic1.zhimg.com/80/v2-b108c26c44e797134492f6d575bddc13_400x224.gif,346 万热度,192,"460,431",89,False,True,102588693775549523838201673989108035480363864782042274313968223027067110548091,[],1056,[],259
3,今年西瓜收购价只有 2 毛一斤，有瓜农把西瓜扔池塘，现在超市西瓜仍几元一斤，为何会这样？,5 月 29 日，网民反映广西扶绥县的瓜农，因滞销和收购价低把西瓜扔池塘或烂在地里。山圩镇一名瓜农告诉记者，今年西瓜收购价只有 2 毛钱一斤，远低于往年，他预计亏损四五万元，地里有 10 万斤西瓜丢弃。一名西瓜收购商称，收购价确实便宜，可能因下雨导致市场需求变小有关。扶绥县经济作物站工作人员称，滞销西瓜以尾季瓜为主，因市场饱和导致滞销和价格偏低，已发起爱心帮扶。广西扶绥有瓜农因收购价低把西瓜扔池塘或烂地里 当地：已发起爱心帮扶 _ 腾讯新闻,https://www.zhihu.com/question/1911848991445968024,https://pic1.zhimg.com/80/v2-1e66ddc7da0f365a020f434dcba22e67_400x224.png,314 万热度,121,"126,658",55,False,True,48408561779908205867487897901208757146245617281025569012877475360010917672075,[],85,[],22
4,如何看待 2025 年江苏省城市足球联赛第三轮比赛，扬州队战胜常州队？,5 月 31 日下午 2025 年江苏省城市足球联赛 第三轮比赛 扬州队客场挑战常州队 凭借出色发挥 以 1:0 战胜常州队 经过近两个小时的鏖战 扬州队的队员们 将比分定格在了 1:0 2025 年江苏省城市足球联赛由江苏省体育局和各设区市人民政府主办，13 座城市共同参加，是江苏首个城市足球联赛，也是代表省内最高水准的城市联赛。赛事分常规赛和淘汰赛，总赛程 7 个月，共 85 场对决。常规赛 13 支球队主客场单循环 13 轮，每队 6 主 6 客，9 月 27 日收官，前八晋级淘汰赛。淘汰赛采用单回合淘汰赛赛制，1/4 决赛、半决赛、决赛分别拟定于 10 月 4 日、 10 月 19 日、 11 月 2 日举行。,https://www.zhihu.com/question/1912203339011171677,https://pic4.zhimg.com/50/v2-375f59da4e2c6395399390a54aabc74b_400x224.jpg,154 万热度,24,"66,333",23,False,False,19189975387282429953663511601273755286041622501578136447548916597859247653831,"['巾州在进步，0:3，0:2，0:1，越输越少了，不过这三场输的值，全国都知道常州了。', '第一轮：常州霸王龙 ', '第二轮：吊州大蜥蜴 ', '第三轮：巾州小壁虎 ', '第四轮：丨州小蚯蚓 ', '留给大常州的笔画已经不多了。', '作为身在南通的徐州人，表示这瓜越吃越甜～', '']",46,"['看来十三妹已经定下来了，剩下的比赛不重要了，哪怕踢平都不用担心小裙子', '之前洋洋洋等人吐槽常州不会进球，这次总算进球了，一个乌龙球', '88分钟进了一个球，不是乌龙，但是传球的越位了，于是作废', '然后最后15分钟看了下，连续看到六个扬州队员倒地脚抽筋，抬下去四个，弹幕有人打扬抽队', '最后罚了好几个角球都没进，有一个是球脱离了还在滚动，其实常州还有可能控球继续进攻，但是裁判叫停了', '', '另外，我看到清朝马国翰玉函山房的古书的诗经解析，丨就是竖，读shu，我不知道读gun是什么情况']",40
5,女子 6.8 元网购 10 斤花生米到手只有 10 粒，涉事店铺已注销，这一情况是否可向平台索赔？,5 月 26 日，据媒体报道，上海的卞女士在某直播平台观看带货直播时，商家宣称「6.81 元购买 10 斤花生米，保证质量无问题」。 卞女士下单后，收到的包裹仅有 10 粒花生米，与宣传的「10 斤”相差悬殊。 她尝试联系商家时发现店铺已注销，发货方电话也无法接通。 卞女士表示，商家行为明显存在误导，自己感觉被欺骗，目前已向平台投诉，但尚未得到有效解决。 案件发生以后，有网友表示，6 块 8 买 10 斤花生米？商家是慈善家还是你脑子进水了？这价格连花生壳都买不到！直播平台天天喊‘严管’，结果骗子照样卷钱跑路，平台抽完佣金就装瞎，合着消费者就是韭菜呗？建议直接封了这种平台，省的祸害人！” 也有网友认为，10 粒花生米够塞牙缝吗？商家是把消费者当猴耍呢！直播带货门槛低到地心，阿猫阿狗都能开播骗钱，平台审核形同虚设。这年头，骗子嚣张到连演戏都懒得演了——反正注销店铺换个马甲继续骗，最后吃亏的永远是老实人！」 6.8 元网购 10 斤花生米到手只有 10 粒，当事人：店铺都注销了 _ 高清 1080P 在线观看平台 _ 腾讯视频,https://www.zhihu.com/question/1910326110253709092,https://pic1.zhimg.com/80/v2-95803c33e9b01920c64a7a6e2e7f6c52_400x224.png?source=1def8aca,154 万热度,45,"133,696",38,False,True,57170338210733146298106786254894980215408746851310831822396257302719199243948,[],59,[],5
6,中国汽车工业协会发布倡议，反对「内卷式」恶性竞争，对行业意味着什么？车企还会打价格战吗？,关于维护公平竞争秩序，促进行业健康发展的倡议 近年来，我国新能源汽车产业快速发展，新能源汽车新车销售占比已经超过 40%。当前，行业整体运行呈现稳中向好态势，市场活力持续释放。我们也看到，一段时间以来，行业盈利水平下降，以无序「价格战」为主要表现形式的「内卷式」竞争，是行业效益下降的重要因素。产品售后服务保障、企业创新发展需要持续加大投入，而「价格战」严重影响企业正常经营，冲击产业链供应链安全，把产业发展带入恶性循环。 5 月 23 日以来，某车企率先发起大幅降价活动，多家企业跟进效仿，引发新一轮「价格战」恐慌。无序「价格战」加剧恶性竞争，将进一步挤压企业利润空间，进而影响产品质量和售后服务保障，不仅阻碍行业自身健康发展，也将危害消费者权益，并带来安全隐患。 新能源汽车是新质生产力的典型代表，正引领汽车产业加速转型升级，维护行业健康发展十分重要。中国汽车工业协会在此提出如下倡议： 1. 所有企业严格遵从公平竞争原则，依法依规开展经营活动； 2. 优势企业不为垄断市场，挤压其他主体生存空间，损害其他经营者合法权益； 3. 企业在依法降价处理商品以外，不以低于成本的价格倾销商品，不进行诱导消费者的虚假宣传，扰乱市场秩序，损害行业和消费者根本利益； 4. 所有企业应对照国家相关法律法规进行自查整改。 希望全行业同心协力，共同维护公平竞争秩序，促进行业健康、可持续发展。 中国汽车工业协会 2025 年 5 月 30 日 微信公众号截图新华社分享页,https://www.zhihu.com/question/1912060002950150115,https://pica.zhimg.com/80/v2-06ec9d0cb4d2c9293caaca7ef7788af1_400x224.jpg,137 万热度,809,"840,482",485,False,True,26185868619011674449827261780824381823246485839545591497251449711099581502670,[],345,[],301
7,LPL 2025 赛季第二赛段淘汰赛 BLG 3:0 淘汰 iG，如何评价这场比赛？,,https://www.zhihu.com/question/1912202624754758747,https://pica.zhimg.com/50/v2-0820298da2d5a8f9f6115ad320c62d8e_400x224.jpg,108 万热度,38,"21,670",37,False,True,114002162936040918939677013258035881463637242481051014895076690854543895494831,"['毫无疑问这场BO5当中IG野辅的节奏，被BLG野辅爆的体无完肤。当然单纯从操作层面来讲，IG的双C也完全被对位打爆了，Rookie和GALA都有点查无此人。', 'IG今天从阵容选择到游戏内容都有点像是无头苍蝇，他们想要在BLG熟悉的前中期团战领域打开突破口的想法，太过于危险了。', '且不说他们的前期节奏能否跟得上BLG野辅，就操作这个层面很明显Meiko是赶不上ON的，或者我们说的再深入一点，除了The shy都是跟不上对位的。这就导致了两支队伍的中期团战打的几乎就是一边倒的局面。', 'IG整个BO5当中唯一有机会的一波团战，就是他们率先击杀EZ以后动大龙的团战，但IG此时面对的掘墓带线压力让他们即便拿到了大龙也没有太多的局势主动权，。', 'BLG今天最让我眼前一亮的，就是第二场比赛他们严格执行不打团的团队决策，IG选出安妮+塞恩的那一刻就是为了中期团战的5v5而服务的，但BLG掘墓的英雄选择与出装选择，包括EZ的TP带法都说明了BLG只打4v4的决心。', '第二场比赛中IG在唯一一次5v5的机会就是第三条小龙刷新的时候，但此时手握先锋的BLG没有贸然的接下IG率先落位的团战，中路2塔+上路2塔的稳定收益，让IG一波直接亏出2k的经济，这就让双方C位的经济直接失去了平衡的机会，主动权就完全掌握在BLG手中了。', 'IG打的最有游戏内容的一场比赛大概就是第三场比赛了，但与其说IG打的有内容，倒不如说The shy的杰斯打的有内容，IG三条线只有The shy这条线有机会打出对位突破，但短暂转战上路的小虎告诉过所有人，英雄联盟归根到底是团队游戏，单线优势抵不过团队优势。', '无论The shy在单线打出多大的经济优势与节奏优势，只要BLG在团战当中率先击杀The shy，IG其他的选手完全没有任何继续打团的能力，这就让IG的游戏没有任何获胜的可能性。', '实话实说如果三场比赛都是第三局这样的游戏内容，我都觉得这比赛还有的看，但实际情况是三场比赛的前两局都是一边倒的碾压，就有点索然无味，甚至不如FPX打的好看。', 'IG在常规赛最后一场交手BLG的比赛当中，其实已经证明了他们玩前中期节奏的能力是远逊色于BLG的，他们玩类似于GENG一样的防守发育阵容其实反而会有一点点画面，但IG今天选择了拼刺刀。', '那IG被BLG3-0带走也就是可以预估的游戏内容了，LPL有哪个队伍敢说在中辅的操作上面，可以稳吃Knight+ON的呢？那还说啥呢，IG就去败者组呗。']",14,"['宾哥成熟了，真的，他温我哭--', '永远打偶像是最认真最来劲，下手最狠的拿一个，前两把直接对位打出惊天上路gap，什么电竞版的“吾爱吾师，吾更爱胜利”啊～', '第一把狼母逆康特对线羞男兰博不落下风，总是先推先动反哺队友，小龙团完美操作帮助队伍奠定胜势，团队得把ID一遮我还以为是巅峰期金贡来了，最后斩下MVP，仿佛跨时空延续了S13的对话，强势向偶像宣告：', '现在真的是属于我的时代了！', '第二把掘墓打赛恩好似突然之间多长了个脑子，单带玩得出神入化把IG玩弄于股掌之间，BLG今年会有什么成绩目前还不知道，但是我知道历年S冠中的强队，一定得是玩得明白上单单带体系的，今天看到这手掘墓，就、很欣慰！', '两把证明完了实力后，', '第三把看到偶像眼神颓唐，无力瘫坐在电竞椅上，心忽地软了，选鳄鱼打杰斯被康特，符文点出不灭致敬the shy，送偶像单杀送优势，送殡吗？不，我只看到了满满的人情世故。', '送完温暖，中期团战也开始认真玩不辜负队友，最后稳稳拿下胜利，赛后表情憋笑不止难禁喜悦。', '这场bo3其实也像极了bin和the shy对战的整个生涯，前两把对位gap狂擒the shy，第三局马失前蹄含恨翻车，在偶像风评跌至冰点之时用言语、用行为默默支持。', '这就是彬给马头最好的回应吧，我们可能以后再也找不到比这对还相爱相杀的偶粉组合了！', '说实话，之前BIN坑了一整个第一赛段我都有点路转黑了，果然电子竞技成绩就是最好的迷药，现在，作为上单玩家，我一直都相信如果有全华班夺冠，如果真的有一位国产的超级上单，那除了BIN别无人选了啊。', 'BIN哥其实我们一直都相信你能击败kr上单，去MSI拔剑夺回你昔日的荣耀吧！', '']",6
8,银川烧烤店 31 死爆炸案宣判，15 人分别被判处六年至一年不等有期徒刑，怎样从法律角度解读？,2025 年 5 月 30 日上午，银川市兴庆区人民法院依法对宁夏银川富洋烧烤店「6·21」特别重大燃气爆炸事故涉刑事案件一审公开宣判。 对银川富洋烧烤民族街店投资人、实际经营者张洪显和刘国，宁夏龙江清洁能源有限公司实际控制人崔文波，宁夏国华检测技术有限公司法定代表人、股东周志国等 15 名被告人，依法以重大责任事故罪或提供虚假证明文件罪分别判处六年至一年不等有期徒刑，禁止其中 3 名被告人一定期限内从事相关职业，并对其中 3 名罪责较轻、符合法定条件的一线员工依法适用缓刑。 一审审理查明，2023 年 6 月 21 日 20 时 37 分许，银川市兴庆区富洋烧烤民族街店发生特别重大燃气爆炸事故。此次事故是一起因相关企业违法违规检验、经营，并配送不符合标准的液化石油气瓶，烧烤店在使用中违规操作发生泄漏爆炸等造成的生产安全责任事故。 一审法院认为，被告人张洪显等 12 人在生产、作业中违反有关燃气安全管理规定，因而发生特别重大责任事故，给人民群众生命财产造成重大损失，情节特别恶劣，行为均构成重大责任事故罪；被告人周志国等 3 人身为液化石油气检测机构工作人员，故意提供虚假证明文件，情节严重，行为均构成提供虚假证明文件罪。根据各被告人犯罪的事实、性质、情节、造成的危害后果以及在犯罪中所起作用，依法作出上述判决。案件审判过程中，法庭依法保障了各被告人的诉讼权利。 宣判后，崔文波等被告人当庭表示认罪服判、不上诉。部分人大代表、政协委员、群众代表，以及部分被害人和被告人亲属等旁听了案件宣判。更多资讯请下载央视新闻客户端,https://www.zhihu.com/question/1911739929010074583,https://picx.zhimg.com/80/v2-f795653608c9ff27b6c8210521707f66_400x224.png?source=1def8aca,108 万热度,140,"221,582",41,False,True,66251435821873148253653200243793555174317499209117031187289683939875632542861,[],202,[],12
9,如何评价《绝区零》仪玄动画短片《为了我的仪玄》？,,https://www.zhihu.com/question/1912210017488188585,https://pica.zhimg.com/50/v2-b2c2466f4faa58738a18e667b843c3a0_400x224.jpg,108 万热度,19,"4,012",17,False,True,51896197807625144575261089634588057429927244303524675197616627028997628022364,"['捏马的李振宇，你是真不把大家当外人，敞开门把人放进来刀啊', '看弹幕时候我看到有人说剧情老套路，实际上这种看起来老套的故事，重点并不是在结局，而是在过程，当你细细品位的时候会发现心理五味杂陈', '比如这段', '只是简简单单的一句对话，没有华丽的辞藻，没有刻意的煽情，只有最朴素的语言和最自然的行动', '就是这么朴素自然的一句应答，姐姐对妹妹如涓涓细流般细腻、绵长、不求回报的疼爱。这份疼爱就藏在一声应允里，藏在一个动作里，藏在那句最平常不过的“姐姐去买来”的承诺里。', '往往就就是这种触手可及的日常烟，无声，却足以暖透人心', '这段也是，这不仅仅是一个关于分包子的故事', '流落街头的姐妹两人被师傅捡到后上山，一开始师傅善意的谎言“只要平时帮忙干活，就可以吃好穿好，不会饿肚子”构建出她们美好的憧憬', '小仪玄看着师傅背影那似懂非懂的纯真眼神，属于那个年纪对师傅话不理解的最好表现', '然而事实上是清汤寡水的日常、争夺资源的现实', '姐姐没有说破师傅的谎言，她只是担心地看着妹妹，一切她都看在眼里', '（注意姐妹两脸上和头上的绷带，这里暗示着包子的来之不易）', '当姐姐把一个叉烧包塞进妹妹手里，小仪玄没有立刻狼吞虎咽，就是很自然地，理所应当地把包子掰开一半递给姐姐', '她们的相依为命，彼此打捞、互相照亮，纵使寡淡的青菜米饭也滋润', '所以，仪玄喊出那句话吧！', '是的就是那句', '有姐姐在，就相当于有一百个人的力量啦！！！', '', '']",20,"['只能说这句话的含金量还在提高，官方没有骗我们，说到做到：', '仪玄动画短片《为了我的仪玄》，是讲述了仪玄和她姐姐的过往，二人小时候是孤儿，在成长中路上，都是姐姐一路保护着仪玄。', '后被云岿山的师父所收养，成为了云岿山的弟子。二人一路修行、成长，相互陪伴。', '但绝区零的世界观中，那个绕不开的空洞出现了，空洞来袭，吞噬一切。云岿山众弟子去抵抗空洞来袭，但还是没有办法战胜，师父也倒在前线。', '这时的姐姐决定拿起云岿山青溟剑，获取青溟剑的力量，但代价是会被剥夺五感和记忆，成为废人。', '为了保护妹妹和其他弟子，姐姐最终还是拿起青溟剑去直面以骸。', '动画短片中有几处细节，姐姐的发夹是八卦中的离卦，象征“火”，人文光辉的一卦，以火为喻，揭示明德修身、柔中守正的智慧。', '这时离卦或许代表的姐姐已经准备舍生成义的举动，可能还有单纯字面离别的意思。', '而在姐姐最终“逝去”之时，最后的记忆逐渐变成文字，一开始是师父、同门等，而最后是保护妹妹，仪玄在姐姐心中始终是最重要的，这是应该也是出现了姐姐的名字仪绛。', '这段故事对应了仪玄代理人档案中的那时的故事：那夜，天火烧红半边云呐，云岿山的师父们沉默无言，走入了那无边无尽的黑夜里…', '虽然动画短片里面没有明说，但从空洞影响力，还有橘福褔很年轻就是大师姐来看。除了仪玄的姐姐，那一夜云岿山有能力的师兄弟都投入了对抗空洞事迹上，即使姐姐拿起青溟剑，云岿山依旧损失惨重，大部分弟子都陨落于此。', '此外，动画中还有一个前后对应的叉烧包，从最初二人的最爱的食物，到后面橘福褔递给师父，仪玄的抗拒，象征了仪玄睹物思人。', '代理人档案中提到仪玄能忍受孤独，但依旧是放不下这段痛苦的记忆。', '同时，短片中还有几处伏笔，一个是姐姐“逝去”后，青溟剑留在原地。虽没说青溟剑最后归属，但推测青溟剑最后是被仪玄所利用。', '因为仪玄专武叫青溟舍笼、终结技为青溟云影，大概率仪玄所使用墨鸟就是青溟剑部分力量的化身。', '还有一处就是最后的片段，从仪玄姐妹视角突然转变到麦片兄妹。', '莫非在暗示，2.0主角兄妹也会来一场“生死离别”？就等2.0版本的上线了。']",11
10,如何评价张爱玲的弟弟张子静的一生？,感觉张子静也很传奇。姐姐小说散文里出现过他，他也曝光了很多家族内的事。两人一生坎坷，都是名门之后，受过良好教育，经历时代变迁，活得比较孤独，并且都没有孩子。,https://www.zhihu.com/question/349218568,https://pic3.zhimg.com/50/v2-a8f8302c68395da742012ec0e14803c0_400x224.jpg,94 万热度,141,"575,523",34,False,True,3843123248740434527265137741718210000354296709636182381430513986786597790224,"['张子静的一生告诉我，就算你投胎到物质优渥的家庭，也并不代表一辈子能够幸福。', '他的出身在那个年代算是一顶一的好了，父母皆为清末名臣之后，还是生活在上海这种地方，他完全有条件成为下一个胡适，下一个徐志摩。', '但是谁知道摊上的父亲废母亲浪，两个人共情能力低的令人发指，都是想着自己爽自己怎么舒服怎么来，所以生下来的张爱玲也是很冷漠的那种，女孩成熟得总比男孩快，也比男孩更狠，所以张爱玲拼出去了，她弟弟没有。', '老爹家暴，老妈失踪，继母刻薄，家里保姆不待见，幼小失教，张子静的童年几乎过着半孤儿的生活。新中国成立后，他也和大部分普通人一样，成为共和国公民的一员，住在上海的十几平小房间里，努力生活着。', '但是我最欣赏他的，却是经历过这样的生活后，他依旧保存着做人的温情，知道姐姐生活不好后，他还是会担心地打听，关心着他的血亲，即使他的血亲曾经将他视之如敝履毫不犹豫地赶出去。他晚年写的文章里，却并不恨他的血亲，不恨爸爸没有教育好自己，也不恨妈妈当初丢下他走，而对于这个姐姐张爱玲，他更多的是羡慕，羡慕姐姐的才华，羡慕姐姐能被人关注，但也只是羡慕而已。张家这群生性凉薄的人中间，他像墙壁缝里的小芽，不卑不亢地成长着。', '在非人的环境成长，还能好好做个人，已是不易，幸运的是他还断断续续读了几年书，能识文断字写文章，最后成为了一名老师，这一生也算是学为人师行为世范了。']",691,"['张子静一辈子物质上没吃什么苦。小时候家中大屋深宅，保姆伺候，读的是圣约翰大学，毕业后进银行，解放后教书，退休还有退休金。不说大富大贵，最落魄时也算安稳。', '但精神上，一直被家人冷待，甚至可以说是长年累月的情感忽视与轻慢。他的性格在这种环境下被压制得极其收敛，小心翼翼，终生无大志。', '他们家感情淡漠，行事古怪。父亲是个不折不扣的败家子，早年花天酒地，晚年偏执刻薄。张爱玲小时候被母亲送去新式学堂读书，而张子静却被父亲留在家中读私塾。等他真正进学校，姐姐已是高一学生，而他这个只小一岁的弟弟才读五年级。家里的金山银山还未轮到他继承，便早被父亲挥霍殆尽。父亲去世时，遗下的只是一间十四平米的小屋。', '这种没落贵族的家庭，急需张爱玲那样的文名以光耀门楣。而他资质平常，在父亲眼里自然难登大雅。父亲对他极其不满，语言上常带讥刺暴躁；母亲也不曾体恤。孩子四五岁时她远赴英国留学，回国没几年便离婚另居。张爱玲从父亲家出走投奔母亲，张子静也想随行，母亲却说：“我钱有限，养了姐姐就不能养你了。”他只能回到父亲家。', '抗战爆发后，母亲先去了南洋，后又赴英，此后终生未再谋面。', '家中保姆也见风使舵，谁得宠便讨好谁。两个孩子在大人那里无法平等，自然也在下人面前吃尽冷眼。', '姑姑张茂渊对张爱玲极为亲厚，对他却不知为何始终刻薄。他曾在姑姑家待到傍晚，想留下吃饭，姑姑却说：“你要是想在我们家吃饭，就得提前讲，我们才能准备。现在这样，我们是没有饭给你吃的。”张爱玲出走后，他去找姐姐，姑姑只开门说：“你姐姐已经走了。”随即关门。从那以后，姑侄之间再无交集。改革开放后，姑姑与张爱玲书信往来不断，而张子静对此一无所知，还需通过报纸转信。明明都在上海，却仿佛身处天涯。', '姑姑对他的刻薄还延续到了姑父身上。张茂渊死后，张爱玲曾提议把在大陆的版税交给姑父和弟弟平分，此事因姑父拒绝而不能实行。', '姐姐对他虽非无情，但张爱玲本就性情清冷。母亲去世时，她仅寄了一百美元，却不肯见母亲最后一面。对于弟弟，她曾想资助，但在旁人劝阻下也终究没有落实。', '最终，对他最好的人竟是那位毫无血缘关系的继母。', '此后一生未婚，并非全无机会，只是从未动念。爱情、家庭、亲密关系于他而言，似乎都是遥远而危险的事。父亲的两段婚姻都一地鸡毛。他更愿意独处，即使孤独。', '张爱玲死后七日才被发现的事，他也知晓。自那以后，他总是将自己那十四平米的房门敞着，只怕有朝一日自己也悄然离世，无人知晓。', '他就是那种在不幸原生家庭的夹缝中小心翼翼生存的人。一辈子不敢声张，不敢奢望，不敢愤怒。眼睁睁看着别人飞扬跋扈，自己却连一份平常婚姻都不敢奢求，最终默默无声地走完了这一生。', '-------------', '从发展心理学的角度看，张子静的一生几乎就是“原生家庭伤痕”的活样本。他缺乏稳定的情感联结，母亲早年远赴英国，从未真正承担抚养责任；父亲在情感上既不温和也不接纳；亲戚更是势利凉薄。他在这样一个系统性冷淡的家庭中长大，自小便学会了隐藏情绪、压抑表达、降低期望。', '他的性格中带着明显的回避型依恋特征——不敢靠近，也不敢依赖。他或许并非不渴望温情，而是早已预设了爱的不可得。青春期本应是建立自我认同的关键时期，但他一直处在“他人定义”的阴影下：姐姐聪慧、父亲失望、母亲放弃、姑姑冷漠。他没有机会问一句“我是谁”，只学会了怎么“活下去”。', '这是一种无声的习得性无助。“想与母亲同住被拒”“想与姐姐联系被拒”“在姑姑家想吃顿饭都被拒”，这类情感需求一再被打压，会让他形成一种潜意识信念：“我无论如何都不会被爱”。在一连串的拒绝、忽视、比较中，被家庭系统一点一点地“教育”成了一个不再挣扎的人。他终生未婚，也许不是怕失败，而是根本不信有什么值得追的东西。他的生存方式，既是退让，也是绝望之下的求稳。', '有些人一生都在对抗命运，有些人却从未出手过一次。他是后者。在不幸的家庭里，他没有反叛，没有逃离，只是悄无声息地站在最不显眼的角落，像小草一样度过了自己的一生。']",188
