排名,标题,描述,链接,图像,热度,关注者,被浏览量,总回答数,是否在榜,是否已生成ai总结,Hash,回答1,回答1点赞数,回答2,回答2点赞数
1,顺丰寄丢价值 5 万手镯仅赔 67 元，这赔偿机制合理吗？快递贵重物品怎样做最保险？,近日，一女子联系记者称，自己花 5 万翡翠手镯被顺丰快递弄丢了，当事人和顺丰协商，由于快件没有保价，顺丰提出给予基础运费 7.5 元的 9 倍赔偿，即 67.5 元，当事人无法接受。 该事件曝光后，顺丰速运涉事网点负责人称已成立理赔小组，事件仍在处理中。 顺丰寄丢价值 5 万手镯仅赔 67 元 顺丰：快件没有保价，已成立理赔小组 近日，佛山的陈小姐网购了一只价值 49800 元的翡翠手镯，由于银行卡限额，她分开了三次支付，但收到货后她不太满意，于是选择了退货退款，当天上门收件的是顺丰速运，然而第二天晚上，陈小姐就被告知快件丢失了。 陈小姐： 快递员在 22 日早上 10 点把件取走了 是顺丰快递员 取走了之后 我这里就显示物流一直在正常运送的 按道理 23 日晚上就到了 但是我 23 日晚上才接到一个快递员的电话 他说我的件丢了 第二天，陈小姐和快递员报警处理，并到小区物管处调取了监控，发现快件是在监控盲区处丢失的，目前没办法确定快件的去处。后续陈小姐和顺丰协商理赔，但由于快件没有保价，她无法接受顺丰给出的赔偿金额。 涉事的顺丰速运网点负责人表示，目前当事快递员仍在正常上班，他每天都有在小区寻找丢失的快件，但仍未找回。 涉事网点负责人： 我们也配合警察去找货了 你说监守自盗这种事情 其实我们也诈过他 让他和领导对接过 确实没有 如果真的是监守自盗他都跑路了 应该是被别人捡了 被小区的某个业主捡了 针对此事，陈小姐正在走法律程序解决。对此，顺丰速运集团表示，由于快件没有保价，将按照非保价快件的条款，与客户协商理赔，暂时无法达成一致意见。将继续与客户保持沟通协商理赔。目前警方正在介入调查。 ,https://www.zhihu.com/question/1911709449699156355,https://pic3.zhimg.com/v2-f84b239ebfb601d5bc451730faf52b26_400x224.jpg,449 万热度,35,"31,830",23,False,True,2868250079469477124614469743117076946751934249496458916786144895769269251464,[],27,[],44
2,多地曝「谷子店」闭店消息，为什么会出现闭店潮？这个行业是昙花一现吗？,问题 「谷子经济」还能像过去那样「丰收」吗？挣「二次元」的钱，难不难？ 答案 不只是做单一的「谷子」销售，还自主开发产品，做 IP 代运营，一步一步介入「谷子经济」全链条 自己开发 App，为平台用户建立「模玩元宇宙」，让线上平台不止于购物交易，还增加社交属性，进而提升用户消费黏性 结论 想要分到更大蛋糕，企业必须紧跟热点、更接地气、满足需求。同时，持续扶持和孵化优质 IP，探索更多联名和跨界 你听说过「谷子经济」吗？这是和农业没什么关系的概念，此前相关消费热潮席卷各大城市，「吃谷地」更是成为炙手可热的打卡地。 「谷子」，即英文「goods」的谐音，指的是以动漫、游戏、偶像等流行文化元素为主题的周边商品。购买这些商品被称作「吃谷」，而生产销售这些商品被称作「种谷」。 2024 年，中国「谷子经济」市场规模达 1689 亿元。然而，今年一季度，多地连续曝出「谷子店」闭店的消息。难道「谷子经济」面临着「猝死」？5 月 28 日，我来到成都「谷子经济」聚集地之一——成都天府红购物中心一探究竟。 A「鸡蛋不能放在一个篮子里，公司便开始自主开发产品，做 IP 代运营」 上午 10 点，商场内「谷子店」都已开门营业，客流量却不大。「工作日是这样，周末稍微好一点。平时日营收有几百元，生意惨淡的时候一天才挣一百多块钱。」其中一家「谷子店」店员告诉我，今年以来，线下「谷子店」经营压力明显增大，「因为商场不断有新的‘谷子店’入驻。」 「我们另一家分店目前已是纯亏本了。」另一家「谷子店」老板也倒起苦水。他拿出手机给我算了一笔账，每个月营收要保持在 10 万元以上才能回本，开店以来的收益，远低于对市场的预期。现场逛店的消费者小张告诉我，她家附近的几个「谷子店」，已在今年二三月份闭店。 「谷子经济」歉收，挣「二次元」的钱变难了？ 我来到四川本土「二次元」企业——成都模玩咖科技有限公司寻找答案。2024 年，该公司线上平台交易额达到 3 亿元。 「现在公司的业务怎么样？」面对我的问题，该公司开发部负责人高文奇笑着回答：「还行啊，这得益于我们转型早。」 原来，该公司已不只是做单一的「谷子」销售，在 4 年前就一步一步介入「谷子经济」全链条。谈及转型的原因，该公司创始人姚小明表示，因为发现行业本身存在一些问题，「鸡蛋不能放在一个篮子里，公司便开始自主开发产品，做 IP 代运营。」 为什么要做自己的产品？「做代理销售时，我们发现有些工作室有好作品，但是没有市场销售能力，有些工作室只能完成其中某个环节。我们这种上下游资源整合中间商的价值就凸显了。」高文奇说。 B「我们虽把销售重心放在线上，但也没有放弃线下市场」 自主研发产品有什么挑战？高文奇介绍，首先是版权周期问题，一款好产品从设计到生产再到出货至少要半年，如果其中某个阶段周期太长，就会影响其他环节。「一个有热度的 IP，耽误了产品上市时间，不仅会直接影响销售效果，我们支付的版权费也打水漂了。」 其次是设计建模。高文奇说，从设计到建模，每一步都需要团队反复打磨。在建模师小张工位前，他向我展示了一款已经建好的雕像模型。这是该公司和王者荣耀联名的一款雕像，版权方只提供设定图，主体形象设计和初步建模都需要公司完成。这款雕像光建模就花了 1 个月，中间反复修改了几遍。 当 3D 建模方案获得授权方通过后，则进入产品生产环节。高文奇带我前往位于成都市双流区的生产工厂。车间里，没有想象中的机器轰鸣、流水线作业场景，只有几十名工人师傅专注于手工作业。 「每个产品都要经过修模、制模、成形、修补、喷涂、手涂、组装、检修、包装，困难不少。」厂长符洪银告诉我，更大的问题是人才缺乏，「目前的技术没办法采用机器作业，分件制作和涂装全靠人工，比如一个头雕涂装，没有几年工作经验是没办法胜任的。」 最终，产品需要市场检验。「我们虽把销售重心放在线上，但也没有放弃线下市场。」走进兴隆湖畔的模坑博物馆，各式各样的手办模玩以及小商品，让人目不暇接。姚小明告诉我，这座线下展馆搬了两次家，如今仍在坚持的原因，是用作陈列展示培育市场。「我们正在探索新玩法，如今年 7 月会在重庆开第二个展馆，通过配合商场售卖门票观展的方式开放，既能宣传推广，也能实现部分线下销售转化。」 C「想要分到更大蛋糕，企业必须紧跟热点、更接地气、满足需求」 姚小明向我展示了该公司自己开发的 App「模坑」，这个线上交易平台类似「手办模玩界的淘宝」。安卓手机应用商店显示，该 App 下载次数有 86 万次。打开 App，推荐页展示了许多近期热门 IP 的预售产品，例如，《黑神话：悟空》的可动人偶，价格为 298 元；《画江湖之不良人》的主题雕像，价格为 5666 元；最贵的一款产品——1∶1 钢铁侠 Mark44 雕像，售价为 50 万元。 其他网络平台也可以卖「二次元」产品，消费者凭什么愿意下载这个 App？「我们的 App 玩法更专业、更垂直，且只销售正版产品，所以既吸引了很多工作室入驻，也吸引了一批忠实消费者。」姚小明说。区别于其他平台，模玩咖为平台用户建立了一个「模玩元宇宙」，用户可以将购买的产品放进数字展厅，同时结识更多兴趣相投的人，让线上平台不止于购物交易，还增加了社交属性，进而提升用户消费黏性。 对于「谷子经济」行业面临的问题，姚小明表示，当大家听说这个东西赚钱，盲目进入，供应商就会过剩，一些经营不善的商家必然被淘汰。在他看来，「谷子经济」依然欣欣向荣，「想要分到更大蛋糕，企业必须紧跟热点、更接地气、满足需求。」同时，持续扶持和孵化优质 IP，探索更多联名和跨界。多地曝「谷子店」闭店消息，挣「二次元」的钱难不难,https://www.zhihu.com/question/1911435087171510322,https://picx.zhimg.com/50/v2-cfa3c023696173f80ef4f3621b03d301_400x224.jpg,368 万热度,172,"226,313",69,False,True,48084896474930102412732219068721478993718455523393963436518279983726195924924,[],102,[],197
3,车主曝深蓝汽车更改隐私协议，要求「必须同意推送推广，否则无法使用软件」，如何看待此事？,近日，深蓝汽车因为给老车主推送广告而备受吐槽，后深蓝汽车官方和深蓝汽车 CEO 邓承浩均进行了道歉。 然而事情没有完，昨日有深蓝汽车车主发现手机 App 用户隐私协议更新，里面出现了「向您提供我们的产品推广活动」、「灾害提醒、车辆或人员关怀、活动邀约等消息推送」条例。 从他公布的视频看，而如果选择「不同意」，那么软件将自动退出，无法使用。车主曝深蓝汽车更改隐私协议：必须同意推送推广 否则无法使用软件 不仅推送更新协议要求获取推送广告权限，并且用户如果不点击同意，就无法使用手机控制 App。,https://www.zhihu.com/question/1911498219470434791,https://picx.zhimg.com/80/v2-b3e0dca62abb0cbe81bb46707641f647_400x224.png,307 万热度,79,"82,653",67,False,True,65038789837519065653774173395096057808260505413989488653849058738790335466965,[],103,[],80
4,怎样看待中国游客在新加坡酒店房间吃榴莲，被罚清洁费 1000 元？到新加坡旅行还要注意哪些特殊规定？,中国游客新加坡酒店吃榴莲被罚千元，网友热议 近日，一名中国游客在新加坡旅游期间，因在酒店房间内食用榴莲，被酒店征收 200 新币（约合人民币 1000 元）清洁费，此事在网络上引发广泛关注。 据悉，该游客抵达新加坡后，入住当地一家酒店。在外出游玩时，购买了榴莲带回房间享用。第二天，酒店工作人员查房时，发现房间内残留浓烈的榴莲气味，依据酒店规定，向游客发出通知，要求其支付 200 新币的清洁费，原因是榴莲气味不仅影响后续客人入住体验，还增加了酒店清洁难度。面对这突如其来的罚款，游客表示十分震惊，称在国内酒店吃榴莲是很平常的事，没想到在新加坡会触犯「大忌」。 此事曝光后，网友们展开了热烈讨论。有网友认为，出国旅游应提前了解并遵守当地法律法规和风俗习惯，既然酒店有明确规定，就应该遵守，罚款是对规则的维护 ，「入乡随俗很重要，提前做好攻略能避免很多不必要的麻烦」。也有网友觉得罚款金额过高，认为酒店可以采取更为人性化的处理方式，比如提前提醒，而不是直接高额罚款 ，「一下子罚这么多，感觉有点狠了，提醒一下或许会更好」。网爆：「游客在新加坡酒店吃榴莲被罚千元」火了,https://www.zhihu.com/question/1911718607370544033,https://pica.zhimg.com/80/v2-6d35b54783cd1a5a4ee8a078a292c1d2_400x224.png,185 万热度,25,"16,019",22,False,True,47438954524839827566572753915542616014650800861942066774329221712686386743290,[],23,[],12
5,Grace 获得第一，断眉击败单依纯袭榜成功，白举纲淘汰，如何评价《歌手 2025》第三期？,歌手 2025 第三期排名 1. Grace Kinstler 2. 单依纯 3. Mickey Guyton 4. Gai 5. 陈楚生 6. 马嘉祺 7. 白举纲（淘汰） 袭榜：Charlie Puth 成功,https://www.zhihu.com/question/1911866662610773749,https://pica.zhimg.com/80/v2-5a90ee42476ae6cd62084064e6017d38_400x224.png?source=1def8aca,176 万热度,111,"158,691",97,False,True,80300821426279296824302110605743074891630249637683191149996904388259795943429,[],124,[],36
6,5 月 30 日汤姆·克鲁斯主演的电影《碟中谍 8：最终清算》上映，如何评价这部电影？,,https://www.zhihu.com/question/1911477845458384078,https://picx.zhimg.com/50/v2-10a88c3d28cc53dbd22405cb65470973_400x224.jpg,172 万热度,21,"12,234",15,False,True,84510701384470818977062096721387707258214128306373203350630381188155904170680,[],8,[],20
7,《西虹市首富》里面想花完钱却越花越多的情况，现实里面会发生吗？,,https://www.zhihu.com/question/428046378,https://pica.zhimg.com/80/v2-9d765f33c660464349b02c0a9628332f_400x224.png,169 万热度,1701,"12,432,115",503,False,True,34243415283597504924579455944019884676472189753939859962166485945074377485498,[],1,[],1
8,瑞幸多款饮品降价 3 元下探至 6.9 元，瑞幸为什么重启价格战？瑞幸的成本是多少？还有多少利润空间？,5 月 30 日，消费者在瑞幸咖啡点单时注意到，其核心饮品价格已下探至 6.9 元区间。有用户反馈称，「此前 9.9 元通常是瑞幸的价格底线，但今日发现多款饮品已降至 6.9 元」。值得关注的是，本轮咖啡与奶茶行业的价格竞争，正是由瑞幸咖啡在去年率先发起，彼时其最低价格锚点设定为 9.9 元 / 杯。 2024 年第二季度，外卖平台成为奶茶及咖啡品牌价格战的主要阵地。在此背景下，瑞幸咖啡的主要竞争对手库迪咖啡，已将部分单品价格大幅压低至 3.9 元 / 杯与 4.9 元 / 杯。 据饿了么平台数据显示，「淘宝闪购」频道全量上线 24 小时内，库迪咖啡销量迅速攀升至平台咖啡类目首位，单日订单量较平日激增近 10 倍。目前尚不明确瑞幸咖啡此次降价举措，是否与外卖平台持续的价格竞争态势存在直接关联。 瑞幸多款饮品降价 3 元，近期库迪咖啡外卖平台部分单品价格大幅压低至 3.9 元 / 杯与 4.9 元 / 杯,https://www.zhihu.com/question/1911783953712505790,https://picx.zhimg.com/80/v2-e7612b3d253819d82fed5d0c13b889a5_400x224.png,134 万热度,15,"3,921",15,False,True,44436858687810970990136052184941555278388895253989124075394376628052217203462,[],9,[],2
9,国内首个「液氧甲烷 + 不锈钢 + 海上软着陆回收」火箭成功回收，这对未来的航天发射和回收有哪些重要意义？,5 月 29 日凌晨，国内首个「液氧甲烷 + 不锈钢 + 海上软着陆回收」火箭「元行者一号」验证型火箭，在海阳东方航天港成功完成了首次海上飞行回收试验。 「元行者一号」验证型火箭为全尺寸薄壁不锈钢火箭，直径 4.2 米，总高度约 26.8 米，起飞质量约 57 吨，试验飞行时长 125 秒，飞行高度约 2.5 公里。本次飞行试验顺利完成点火起飞、满推力爬升、变推力调节、发动机一次关机、自由下降滑行、发动机二次启动、减速至海面悬停、海面软着陆 8 个工作阶段。试验过程火箭飞行正常，溅落回收正常。 据了解，此次试验的验证型火箭实现了国内首个「液氧甲烷 + 不锈钢 + 海上软着陆回收」技术突破，标志着大尺寸不锈钢可复用运载火箭正式步入工程应用阶段。国内首个「液氧甲烷 + 不锈钢 + 海上软着陆回收」火箭成功回收,https://www.zhihu.com/question/1911439960667566823,https://picx.zhimg.com/50/v2-808a9820248cc15e2b18584deeb607d9_400x224.jpg,131 万热度,44,"48,232",17,False,True,87442713964485162694051699687136315170580331370833898437174351511752051589349,[],370,[],20
10,印度国防部批准五代机研发项目，成本近 17.6 亿美元，研发总周期预计约 10 年，哪些信息值得关注？,中国新闻社消息，据路透社报道，印度国防部长拉杰纳特·辛格 27 日批准第五代战斗机研发项目，标志着项目实施进入原型机研发阶段。该项目已在一年前获得印度内阁安全委员会批准。 外媒称，此举或与几周前的军事冲突有关，是印度与邻国新一轮军备竞赛的重要组成部分。 据报道，印度国防研究与发展组织下属的航空发展局将负责飞机设计，包括印度斯坦航空有限公司在内的制造商通过公平竞标获得制造合同。项目预估成本 1500 亿印度卢比（约合 17.58 亿美元）。据悉，新机型属于双发五代隐身战斗机，将采用融合传感器、内置武器舱、超音速巡航等先进技术，以大幅提升印度空军战斗力。 报道说，该飞机的研发总周期预计约 10 年，计划先制造 5 架原型机。 虽然印方雄心勃勃，但有分析指出，未来挑战十分艰巨，需要攻克隐身结构、推进系统、航电设备、作战数据链等多道工程和技术难关。印度研发五代战机，成本近 17.6 亿美元印度国防部批准第五代战机研发项目,https://www.zhihu.com/question/1911009747622146733,https://pic4.zhimg.com/50/v2-f151a0e19a30ee97ff22fb465fa99b73_400x224.jpg,116 万热度,38,"58,618",39,False,True,70141825106500279360176874257514458526388591138050646682634468097981678349922,[],50,[],29
